Item Code,Category,Type,Material,Description,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-06 -- WOODEN BIG CUTLERY BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-07 -- WOODEN NAPKIN BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-08 -- WOODEN MUKHWAS BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-09 -- WOODEN JEWELLERY BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-10 -- WOODEN TEA TRAY,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-11 -- WOODEN TRAY WITH BLUE & LAVENDER TILES,Home Decor,Obects,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-12 -- WOODEN AGARBATTI STANDS WITH TILES,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBCBRD-01 -- B.T Open cabnet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBCT-01 -- Baby khat,Home Decor,Charpai,Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBD-01 -- Old Rosewood Bed,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBD-02 -- Burma teak  Bed,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBD-04 -- Cane Bed,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBD-05 -- Old Rose wood Singale Bed,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBD-06 -- Old Burma Teak Bed,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBD-07 -- Old Rose wood Bed,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBD-08 -- Old Burma Teak  Bed,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBKLBTA-01 -- table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-03 -- Cast Allimunium bench,Chair,Bench,Metal and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-04 -- Cast Iron  Set,Chair,Bench,Metal and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-05 -- Cast Iron Bench,Chair,Bench,Metal and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-07 --  Wooden Bench,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-08 -- Burma Teak  Bench,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-09 -- Old Burma teak Distress Bench,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-10 -- Old Burma Bench,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBNCH-12 -- Old Burma teak Iron wooden Bench,Chair,Bench,Metal and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SL-BRCLTS -- LEATHER BRACELETS,Jewellery,Bracelet,Leather,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBRKT-07 -- Old Burma Teak Corner,Table,Side Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBRKT-08 -- Old Burma Teak,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBSTD-04 -- Old Burma teak Book std.,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBTBL-01 -- Burma Teak Bed Side Table,Table,Bedside,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBTBL-02 -- Burma Teak Bed side Table,Table,Bedside,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBTBL-03 -- Burma Teak Bed side Table,Table,Bedside,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBTBL-04 -- Burma Teak Bed side Table,Table,Bedside,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLBX-05 --  wooden Make up  Box,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-01 -- Cupboard Old Burma teak,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-02 -- Old Burma teak Cupboad,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-03 -- Burma teak Cupboard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-05 -- Old  Burma Teak,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-08 -- Old Burma Teak  Wood  Cupboard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-09 -- Old Burma teak  Cupbard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-10 -- Burma Teak Show case Cupboard,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-12 -- Distress cupboard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-13 -- Old Burma teak Pannal Cupbooard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-15 -- Old  Cupboard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-18 -- Decoreative Thai Console table,Table,Console,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBD-22 -- WOODEN CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-01 --  Cabinet Show Case,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-02 -- Old Burma Teak Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-03 -- 2 drawer Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-04 -- Old Burma Teak  Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-06 --  Burma Teak Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-07 -- Old Burma teak Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-09 --  Burma Teak  Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-11 -- Old burma teak Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-12 -- Painted Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-13 -- burma teak file cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCBNT-14 -- Burma teak cabinet (dhobi box),Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
"SLCBNT-20 -- Show Case 34""x 62""x16""",Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-01 -- Bar Chair / I/W,Chair,Bar Chair,Wood,Should this be a new sub-category? Not enough of them exist or sold/liable to be an outlier.,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-02 -- Old  Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-03 -- OLD BURMA TEAK,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-04 -- Old burma Teak Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-05 -- PLANTER CHAIR,Chair,Planter,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-06 -- Old rose wood chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-07 -- Burma teak  Folding Chair,Chair,Folding Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-08 -- Burma teak  Wood Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-09 --  Burma Teak Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-10 -- Old wooden Chair Wth Brass Inlay,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-11 -- Old  Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-12 -- Burma Teak  Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-13 -- Old Burma Teak Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-14 -- Burma Teak Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-16 --  Burma teak Corner Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-17 -- Half Round Chairs,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-18 --  Cushion Dinning Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-19 -- Iron Garden Chair,Chair,Sitting Chair,Metal and Wood,New category for garden chair?,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-20 -- MADE TO ORDER Table,Table,Bar Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-21 -- Burma teak Planter Chair,Chair,Planter,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHR-22 --   chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHRNG-03 -- Old Burma teak chaurang,Bajot,Chaurangi,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-01 -- Old Burma teak Chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-02 -- Green teak chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-03 -- Old Burma Teak,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-04 -- Old Mohagany Wood Chest wth 2 Drawer,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-06 -- Old Rose Wood Chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-10 -- OLd Burma teak Chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-12 -- Old Burma teak Chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-13 -- Old Burma Teak Chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-14 -- Old Burma Teak chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCHST-17 -- Old  Chest.,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
slcht 03 -- chest burma teak,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCOD-01 -- OLd Burma Teak Wood Long  Chet Of Drawer,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCOD-03 --  Old Burma Teak Chest of Drawer,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCRNR-01 -- Teak Wood Corner,Table,Side Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCTBL-02 -- Glass Top Rose Wood Finsh Centre Tile Table,Table,Coffee Table,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCTBL-04 -- Old burma teak Centre Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCTBL-05 --  Door Centre Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCTBL-07 -- Burma Teak centre table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCTBL-08 --  Burma Teak wth glass top Centre table,Table,Coffee Table,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDCOD-01 -- Old Burma teak Dressing Chest of Drawer,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDMIR-01 -- long mirror+ chest of drawer,Trunk,Chest,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDRTBL-04 -- Dressing Table,Table,Dressing Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDSTBL-01 -- New Burma Teak Dressing Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDTBL-01 -- Burma Teak Dinning Table  6x3,Table,Dining Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDTBL-03 -- Burma teak Dinning Table,Table,Dining Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDTBL-04 -- Burma Teak  wood   Dinning Table set  8 Chair,Table,Dining Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDTBL-05 --   Dinning Table Frame,Frame,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDTBL-08 -- dressing table,Table,Dressing Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLESL-01 -- Plain Easel,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLESL-03 -- Burma teak easal M size.,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLESL-04 -- BT Easel Small,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLESL-05 -- Easel ( Burma Teak Wood),Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLGST-01       -- Garden Iron Set,Table,Dining Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLHK-08 -- Burma teak Cloth Hanging,Home Decor,Mat,Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,
SLHK-13 -- Burma Teak wall Bracket wth Knobs,Home Decor,Bracket,Wood,Check if there more brackets to label ,,,,,,,,,,,,,,,,,,,,,,,,,
SLHTRK-01 -- OLd Burma Teak Hat Rack,Stand,Hat Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLHTRK-02 -- Old Burma teak Hat Rack,Stand,Hat Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLJHLA-01 -- Old Burma teak Jhula,Swing,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLJHLA-02 -- Burma Teak Zula,Swing,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLKMR-01 -- Kerala Mirror,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLKMR-02 -- Burma Teak Kerala Mirror,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLKMR-03 -- Burmateak kerala Mirror,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLKMR-04 -- Wooden craved Mirror,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLLBX-01 -- Burma Teak Letter Box,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMAGSTD-01 -- Magazine Stand Small,Stand,Magazine Stand,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMDR-01 -- New Burma teak,Home Decor,Temple,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMDR-02 -- Rose wood Mandir,Home Decor,Temple,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMDR-03 -- Burma Teak  Mandir,Home Decor,Temple,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMDR-04 -- Burma teak Mandir,Home Decor,Temple,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMDSK-01 -- Old Burma Teak Munim Desk wth Painting,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMDSK-03 -- Old Munim Desk,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMIR-02 -- Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMIR-03 -- Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMIR-07 -- Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMIR-08 -- Painted Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMIR-12 -- Old Mirror frame,Frame,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMPF-01 -- Burma teak Multi photo frame,Frame,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMPF-02 -- Burma Teak Multi Photo Frame,Frame,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-01 -- Burma Teak Old Mirror,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-011 -- Burma Teak  mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-02 -- Old mirror blue painted,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-03 --  Burma Teak Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-04 -- Burma Teak Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-05 --  Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-08 -- Burma teak Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-09 -- Burma teak Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-10 -- Old Burma teak Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-12 -- Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMR-15 -- Mirror frame,Frame,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMRK-03 -- BURMA TEAK SHEALF + DRAWERS,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMRR-04 -- Burma teak Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOLTR-01 -- Old wooden Olter,Home Decor,Altar,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLPCHR-01 -- Plantter Chair,Chair,Planter,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLPLR-01 -- Old Burma Teak  Piller Pair,Pillar,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLPLR-02 -- Cement Piller,Pillar,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLPMELPT-02 -- Paper Mashe Elephant,Home Decor,Animal,Wood,Paper mache = wood?,,,,,,,,,,,,,,,,,,,,,,,,,
SLPSTD-01 -- Wooden Plate std.,Home Decor,Plate Stand,Wood,Worth a new category?,,,,,,,,,,,,,,,,,,,,,,,,,
SLPT-02 -- Plain Pat,Bajot,Pidda,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLQL-01 -- Feather Quill,Home Decor,Obects,,No material is entered for a very specific material. Sound logic? How to deal with null material values in preprocessing?,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-012 -- Shelf,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-02 -- Old burma teak,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-04 -- Kitchan Rack,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-06 -- Old Burma Teak Book Rack,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-08 -- Burma Teak Book case,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-09 -- Burma teak Wall Shelf,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-11 -- Burma teak Self,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-12 -- Burma Teak Shelf,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-13 -- Burma teak  Shelf,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-18 -- Old BurmaTeak  wood Rack,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-19 -- Burma Teak Rack,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-20 -- Old Burma Teak Shelf +Show case,Shelf,Open Shelf,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRK-25 -- Multi Magzine Rack,Stand,Magazine Stand,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSBRD-03 -- Burma Teak Side Board,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSBRD-04 -- Side board,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSCBRD-01 -- Burma Teak wood - Book case,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSCBRD-04 -- Burma Teak show case,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSCBRD-05 -- Old Burma Teak show case,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
"SLSCBRD-06 -- Burma teak Show case Bar Unit 36""x 14""x72""",Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSCE-01 -- Burma teak  show case,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSCE-02 -- Old Burma Teak Show case,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSFA-01 -- Burma teak wood 2 Seater sofa,Sofa,Fabric ,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSFA-02 -- Old Rose wood Cane Sofa 2 Seater,Sofa,Fabric ,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSFA-03 -- Burma Teak Two Seater+2 Chair cane work,Sofa,Cane,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSFA-05 --  Rose Wood Sofa,Sofa,Fabric ,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSFA-06 -- Burma Teak Cushion Three Seater Sofa,Sofa,Fabric ,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSFA-09 -- Old Burma teak Cane sofa Set,Sofa,Cane,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSRK-01 -- Burma Teak Shoe Rack,Stand,Shoe Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-03 -- Smll round top Side Table,Table,Side Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-04 -- Munim Desk,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-09 -- Round marble top carved side table,Table,Side Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-10 --  Burma teak,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-11 -- Chakki wooden,Home Decor,Obects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-12 -- Burma Teak  W desk,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-13 -- BT Study Table 49 L x 27 D x 47 L x 20Dx 30H,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-16 -- Burma Teak Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-18 -- Old Burma Teak Writting Desk,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-19 -- Marble Top Table,Table,Dining Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-20 -- Stool,Table,Stool,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
"SLTBL-21 -- Table on order 42""x42 ""x17""",Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-22 --  Burma teak Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-23 --  Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-24 -- Glass top Table,Table,Coffee Table,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-25 -- Round table old,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-26 -- Folding table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-27 -- Burma Teak  table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-28 -- folding table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-32 -- Burma teak Desk,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-34 -- Old Rose wood Marble top,Table,Dining Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-37 -- Burma Teak Wood Console Table,Table,Console,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-39       -- Marbal Top Burma teak,Table,Dining Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-41 -- Burma teak  Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-42 -- Burma teak  Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTBL-47 -- Garden Iron table,Table,Garden Table,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTR -- TRUNK,Trunk,Pitara,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTSTD-01 -- Towel Stand,Stand,Towel Stand,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTSTD-03 -- Burma teak cloth std.,Stand,Coat Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTVSCE-01 -- TV Unit Show case,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SL-WD-MSK-1 -- WOODEN MASK,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SLWFR -- Old window,Window,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
VDC-112/1011 -- Dinning chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
VDC-116/1011 -- Dinning chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
VDC-122/1011 -- Dinning Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
VDC-132/1011 -- Dinning chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
